,id_paper,Authors
471,9206002,"['Olivier Babelon', 'Denis Bernard']"
472,9206003,"['Olivier Babelon', 'Denis Bernard']"
473,9206004,"['Mirjam Cvetic', 'Stephen Griffies', 'and Soo-Jong Rey']"
474,9206005,['Jouko Mickelsson']
475,9206006,"['I. Bars', 'K. Sfetsos']"
476,9206007,"['G. Giavarini', 'C.P. Martin', 'F. Ruiz Ruiz']"
477,9206008,['Katri Huitu']
478,9206009,"['Jin-Min Shen', 'Zheng-Mao Sheng', 'Zhong-Hau Wang']"
479,9206010,"['A. Hietamaki', 'A.J. Niemi']"
480,9206011,['Daniel C. Cabra']
481,9206012,['Nobuyoshi Ohta']
482,9206013,"['Shahn Majid', 'M.J Rodriguez-Plaza']"
483,9206014,"['Neil Marcus', 'Yaron Oz']"
484,9206015,"['V.A. Kazakov', 'A.A. Migdal']"
485,9206016,['Ashoke Sen']
486,9206017,"['S. Pratik Khastgir', 'Jnanadeva Maharana']"
487,9206018,"['S. Mignemi', 'N. R. Stewart']"
488,9206019,['Laurent Baulieu']
489,9206020,['S. P. de Alwis']
490,9206021,['Daniel S. Freed']
491,9206022,"['R.B. Mann', 'S.F. Ross']"
492,9206023,['Amit Giveon']
493,9206024,"['Peter Schupp', 'Paul Watts', 'and Bruno Zumino']"
494,9206025,"['J.S.Dowker', 'A.Wolski']"
495,9206026,"['E. Bergshoeff', 'L.A.J London', 'P.K. Townsend']"
496,9206027,"['A. Cappelli', 'C. A. Trugenberger', 'G. R. Zemba']"
497,9206028,"['D.Z.Freedman', 'K.Johnson', 'R.Munoz-Tapia', 'X.Vilasis-Cardona']"
498,9206029,"['Peter Schupp', 'Paul Watts', 'and Bruno Zumino']"
499,9206030,['Kanehisa Takasaki']
500,9206031,"['C. M. Hull', 'L. Palacios']"
501,9206032,"['L. Begin', 'P. Mathieu', 'M.A. Walton']"
502,9206033,"['Antti J. Niemi', 'O. Tirkkonen']"
503,9206034,"['Atsuo Kuniba', 'Tomoki Nakanishi']"
504,9206035,"['Edouard Brezin', 'Jean Zinn-Justin']"
505,9206036,"['J.S.Dowker', 'Peter Chang']"
506,9206037,['Boris Dubrovin']
507,9206038,"['Gerald Dunne', 'Nuria Rius']"
508,9206039,"['M. Leblanc', 'G. Lozano', 'H. Min']"
509,9206040,"['Fernando Martinez-Moras', 'Eduardo Ramos']"
510,9206041,"['A. LeClair', 'D. Nemeschansky', 'N.P. Warner']"
511,9206042,"['Y.Imamura', 'M.Sakamoto', 'T.Sasada', 'M.Tabuse']"
512,9206043,"['E. Elizalde', 'S.D. Odintsov']"
513,9206044,['R.B. Mann']
514,9206045,['Howard J. Schnitzer']
515,9206046,"['Joseph A. Minahan', 'Alexios P. Polychronakos']"
516,9206047,"['Luca Mezincescu', 'Rafael I. Nepomechie']"
517,9206048,['Konstadinos Sfetsos']
518,9206049,"['L. Brink', 'T.H. Hansson', 'M.A. Vasiliev']"
519,9206050,['Ramon Munoz-Tapia']
520,9206051,['Alok Kumar']
521,9206052,"['Patrick Dorey', 'Francesco Ravanini']"
522,9206053,"['H. Dorn', 'H.-J. Otto']"
523,9206054,"['E. Abdalla', 'M.C.B. Abdalla', 'D. Dalmazi']"
524,9206055,"['T. Banks', 'M. OLoughlin']"
525,9206056,['Mark Srednicki']
526,9206057,"['Tetsuo Deguchi', 'Yasuhiro Akutsu']"
527,9206058,['Viqar Husain']
528,9206059,['W.A. Sabra']
529,9206060,"['S.Dalley', 'C.V.Johnson', 'T.R.Morris', 'A.Watterstam']"
530,9206061,['Hitoshi Ikemori']
531,9206062,['M.Natsuume']
532,9206063,"['O. Aharony', 'J. Sonnenschein', 'S. Yankielowicz']"
533,9206064,"['Rene Lafrance', 'Robert Myers']"
534,9206065,"['T. Altherr', 'T. Grandou']"
535,9206066,"['Clifford V. Johnson', 'Tim R. Morris', 'Peter L. White']"
536,9206067,['A.A. Tseytlin']
537,9206068,"['Rue-Ron Hsu', 'Green Huang', 'Wei-Fu Lin']"
538,9206069,['Edward Witten']
539,9206070,"['J. Russo', 'L. Susskind', 'L. Thorlacius']"
540,9206071,['K. Hamada']
541,9206072,"['J.R. Anglin', 'R.C. Myers']"
542,9206073,"['Theodore J. Allen', 'Andrew J. Bordner']"
543,9206074,['Alexander Moroz']
544,9206075,"['Z. Bajnok', 'L.Palla', 'G. Takacs']"
545,9206076,"['A. Das', 'E. Sezgin', 'Z. Khviengia']"
546,9206077,"['John Ellis', 'N.E. Mavromatos', 'D.V. Nanopoulos']"
547,9206078,"['Chiara R. Nappi', 'Edward Witten']"
548,9206079,['Nemanja Kaloper']
549,9206080,"['Debashis Ghoshal', 'Dileep P. Jatkar', 'Sunil Mukhi']"
550,9206081,"['Hikaru Kawai', 'Yoshihisa Kitazawa', 'Masao Ninomiya']"
551,9206082,['J. A. Dixon']
552,9206083,"['J.A. Casas', 'F. Gomez', 'C. Munoz']"
553,9206084,['Barton Zwiebach']
554,9206085,['M. Srednicki']
555,9206086,['Shinichi Nojiri']
556,9206087,"['Shinichi Nojiri', 'Ichiro Oda']"
557,9206088,['G.P.Korchemsky']
558,9206089,"['Jean-Pierre Ader', 'Francois Gieres', 'Yves Noirot']"
559,9206090,"['P. Di Francesco', 'C. Itzykson', 'J.-B. Zuber']"
560,9206091,['H. Itoyama']
561,9206092,"['Roman Jackiw', 'So-Young Pi']"
562,9206093,['Roman Jackiw']
563,9206094,"['Stanley Deser', 'Roman Jackiw']"
564,9206095,"['Ian I Kogan', 'Gordon W Semenoff', 'Nathan Weiss']"
565,9206096,"['H.Aratyn', 'L.A. Ferreira', 'J.F. Gomes', 'A.H. Zimerman']"
566,9206097,"['F. De Jonghe', 'R. Siebelink', 'W. Troost', 'S. Vandoren', 'P. van']"
567,9206098,"['Jan de Boer', 'Jacob Goeree']"
568,9206099,"['J. Alfaro', 'P.H. Damgaard']"
569,9206100,['R.B. Mann']
570,9206101,"['E. Bergshoeff', 'E. Sezgin']"
571,9206102,['Vipul Periwal']
572,9206103,['Steven Carlip']
573,9206104,"['C.S.Aulakh', 'V.Soni']"
574,9206105,['Stephen P. Braham']
575,9206106,"['M. Dubois-Violette', 'M. Henneaux', 'M. Talon', 'CM. Viallet']"
576,9206107,"['Shyamoli Chaudhuri', 'Joseph D. Lykken']"
577,9206108,"['E. Sezgin', 'K.S. Stelle']"
578,9206109,['Francois Gieres']
579,9206110,"['Toshiya Kawai', 'Taku Uchino', 'Sung-Kil Yang']"
580,9206111,"['Swapna Mahapatra', 'Sudipta Mukherji', 'Anirvan M. Sengupta']"
581,9206112,"['G.Watts', 'R Weston']"
582,9206113,"['I. Tsutsui', 'L. Feher']"
583,9206114,"['Timothy R. Klassen', 'Ezer Melzer']"
584,9207001,['Thomas Strobl']
585,9207002,"['M.A.R. Osorio', 'M.A. Vazquez-Mozo']"
586,9207003,"['Eduardo Fradkin', 'Enrique Moreno', 'Fidel A.Schaposnik']"
587,9207004,"['B. Gato-Rivera', 'A.M.Semikhatov']"
588,9207005,"['J. Isberg', 'U. Lindstr{o}m', 'B. Sundborg']"
589,9207006,['A. Mikovic']
590,9207007,"['Fabian H.L. Essler', 'Vladimir E. Korepin']"
591,9207008,"['Alberto Blasi', 'Nicola Maggiore']"
592,9207009,"['Katsushi Ito', 'Jens Ole Madsen', 'Jens Lyng Petersen']"
593,9207010,"['Katsushi Ito', 'Jens Ole Madsen', 'Jens Lyng Petersen']"
594,9207011,"['Avinash Dhar', 'Gautam Mandal', 'Spenta R. Wadia']"
595,9207012,['W. A. Sabra']
596,9207013,"['J.M. Figueroa-OFarrill', 'J. Mas', 'and E. Ramos']"
597,9207014,['Zhu Yang']
598,9207015,['N.J.MacKay']
599,9207016,"['Jnan Maharana', 'John H. Schwarz']"
600,9207017,"['Y. Frishman', 'J.Sonnenschein']"
601,9207018,"['Alessandro Gualzetti', 'Silvia Penati', 'Daniela Zanon']"
602,9207019,['Michael Flohr']
603,9207020,"['J. Ambjorn', 'C.F. Kristjansen', 'Y.M. Makeenko']"
604,9207021,['Igor Pesando']
605,9207022,['G. von Gehlen']
606,9207023,['Murat Gunaydin']
607,9207024,['Neil Marcus (U of Tel-Aviv)']
608,9207025,"['H.W. Braden', 'H.S. Cho', 'J.D. Kim', 'I.G. Koh', 'R. Sasaki']"
609,9207026,"['M. Karowski', 'R. Schrader', 'FU-Berlin']"
610,9207027,"['Fran\\c{c}ois Delduc', 'Jean-Loup Gervais', 'Mikhail Saveliev']"
611,9207028,['J. Greensite']
612,9207029,['T. A. Larsson']
613,9207030,['T. A. Larsson']
614,9207031,"['M.D. Freeman', 'K. Hornfeck', 'P. West']"
615,9207032,"['A.Ch. Ganchev', 'V.B. Petkova']"
616,9207034,"['Steven B. Giddings', 'Andrew Strominger']"
617,9207035,"['E.S.Fradkin', 'V.Ya.Linetsky']"
618,9207036,['Jan Govaerts']
619,9207037,"['Sean M. Carroll', 'Edward Farhi', 'and Alan H. Guth']"
620,9207038,['Yigal Shamir']
621,9207039,"['G. Ferretti', 'S.G. Rajeev']"
622,9207040,"['F.Ravanini', 'R.Tateo', 'A.Valleriani']"
623,9207041,['John C. Baez']
624,9207042,"['Sergei V. Ketov', 'Hitoshi Nishino', 'S. James Gates', 'Jr']"
625,9207044,"['Wei Chen', 'Miao Li']"
626,9207045,['Michael Dine']
627,9207046,"['E. Elizalde', 'S.D. Odintsov']"
628,9207047,"['Alexios P. Polychronakos', 'Rodanthy Tzani']"
629,9207048,"['Emil Nissimov', 'Svetlana Pacheva']"
630,9207049,"['J. Erler', 'D. Jungnickel', 'M. Spalinski', 'S. Stieberger']"
631,9207050,"['F. Delduc', 'A. Galperin', 'P. Howe', 'E. Sokatchev']"
632,9207051,['B. Sathiapalan']
633,9207052,['O.F.Dayi']
634,9207053,['Ashoke Sen']
635,9207054,['David G. Boulware']
636,9207055,"['N. Dorey', 'P. S. Kurzepa']"
637,9207056,"['Lay Nam Chang', 'Chopin Soo']"
638,9207057,['Parthasarathi Majumdar']
639,9207058,"['Sudhakar Panda', 'Shibaji Roy']"
640,9207059,"['A. Carlini', 'A. Treves', 'F. Fucito', 'M. Martellini']"
641,9207060,"['M. J. Duff', 'J. X. Lu']"
642,9207061,"['C.P.Constantinidis', 'L.A. Ferreira', 'J.F. Gomes', 'A.H. Zimerman']"
643,9207062,"['J.R. Bienkowska', 'H. Lu']"
644,9207063,"['Norisuke Sakai', 'Yoshiaki Tanii']"
645,9207064,['David Kutasov']
646,9207065,"['S.Dalley', 'I.Klebanov']"
647,9207066,"['G. Papadopoulos', 'B. Spence']"
648,9207067,"['M. Bershadsky', 'W. Lerche', 'D. Nemeschansky', 'N.P. Warner']"
649,9207068,['Jan Govaerts']
650,9207069,"['F.Ravanini', 'R. Tateo', 'A.Valleriani']"
651,9207070,"['David Kastor', 'Jennie Traschen']"
652,9207071,"['M.B. Halpern', 'N.A. Obers']"
653,9207072,"['R. Blumenhagen', 'W. Eholzer', 'A. Honecker', 'R. Huebel']"
654,9207073,"['J.M. Evans', 'T.J. Hollowood']"
655,9207074,['Stephen G. Naculich']
656,9207075,"['D. Chang', 'I. Phillips', 'Lev Rozansky']"
657,9207076,['H. David Politzer']
658,9207077,"['Shinichi Nojiri', 'Ichiro Oda']"
659,9207078,"['H. Kanno', 'M.H. Sarmadi']"
660,9207079,"['P.H. Cox', 'B. Harms', 'Y. Leblanc']"
661,9207080,['Takashi Kimura']
662,9207081,"['Kanehisa Takasaki', 'Takashi Takebe']"
663,9207082,['Paul A. Griffin']
664,9207083,['Paul A. Griffin']
665,9207084,"['P. Aschieri', 'L. Castellani']"
666,9207085,"['A.Babichenko', 'S.Elitzur']"
667,9207086,"['M. Caselle', 'A.DAdda', 'S. Panzeri']"
668,9207087,"['M. Fabbrichesi', 'R. Iengo']"
669,9207088,"['Andreas Ruffing', 'Thomas Deck', 'Martin Schlichenmaier']"
670,9207089,"['V. Ogievetsky', 'F. Gursey', 'M. Evans']"
671,9207090,"['Tetsuo Deguchi', 'Tomotada Ohtsuki']"
672,9207091,"['Bernard de Wit', 'Antoine Van Proeyen']"
673,9207093,['Theodore J. Allen']
674,9207094,['Edward Witten']
675,9207095,['S. P. de Alwis']
676,9207096,"['Luis Alvarez-Gaume,K. Becker', 'M. Becker', 'R. Emparan', 'J. Manes']"
677,9207097,['J. Alfaro']
678,9207098,['Fabrizio Illuminati']
679,9207099,['Fabrizio Illuminati']
680,9207100,"['Fabrizio Illuminati ', 'Marco Patriarca']"
681,9207101,"['L.Bonora', 'V.Bonservizi']"
682,9207102,"['L. Frappat', 'E. Ragoucy', 'P. Sorba']"
683,9207103,"['John Ellis', 'N.E. Mavromatos', 'D.V. Nanopoulos']"
684,9207104,['Martin Schlichenmaier']
685,9207105,"['S.W.Hawking', 'J.M.Stewart']"
686,9207106,['E.C.Marino']
687,9207107,['Jean Avan']
688,9207108,['Ana Achucarro']
689,9207109,"['S. Govindarajan', 'T. Jayaraman', 'V. John']"
690,9207110,['Jan Govaerts']
691,9207111,"['Jens Erler', 'Albrecht Klemm']"
692,9207112,['A.Bellini']
693,9207113,"['A.Bellini', 'M.Ademollo', 'M.Ciafaloni']"
694,9207114,"['P.H. Damgaard', 'H.B. Nielsen', 'R. Sollacher']"
695,9207115,['Abhijit K. Kshirsagar']
696,9207116,"['M.P. Bellon', 'J-M. Maillard', 'G. Rollet', 'C-M. Viallet']"
697,9207117,"['R.C. Myers', 'V. Periwal']"
698,9207118,['Itzhak Bars']
699,9208001,"['I. Bars', 'K. Sfetsos']"
700,9208002,['David J. Gross']
701,9208003,['J.C. Gaite']
702,9208005,['S. Majid']
703,9208006,['Shahn Majid']
704,9208007,"['Tomasz Brzezinski', 'Shahn Majid']"
705,9208008,['Shahn Majid']
706,9208009,"['Jonathan M. Evans', 'Philip A. Tuckey']"
707,9208010,"['Tomasz Brzezinski', 'Shahn Majid']"
708,9208011,['M.J. Martins']
709,9208012,"['I.I. Kogan', 'A. Morozov', 'G.W. Semenoff', 'N. Weiss']"
710,9208013,"['M.D. Freeman', 'P. West']"
711,9208014,"['S.P. Gavrilov', 'D.M. Gitman']"
712,9208015,"['R. Kantowski', 'Caren Marzban']"
713,9208016,['C. Imbimbo']
714,9208017,"['D.M.Gitman', 'A.L.Shelepin']"
715,9208018,"['S. Deser', 'A. Steif']"
716,9208019,['L.Houart']
717,9208020,"['S.Khokhlachev', 'Yu.Makeenko']"
718,9208021,"['Luca Mezincescu', 'Rafael I. Nepomechie']"
719,9208022,['A. Marshakov']
720,9208023,['Alon E. Faraggi']
721,9208024,['Alon E. Faraggi (Weizmann Sceince Institute)']
722,9208025,['Nemanja Kaloper']
723,9208026,"['L. Alvarez-Gaume', 'J.L.F. Barbon', 'C. Crnkovic']"
724,9208027,['Edward Witten']
725,9208028,['Ian I. Kogan']
726,9208029,"['Damiano Anselmi', 'Pietro Fre']"
727,9208030,"['J. Ambjorn', 'B. Durhuus,T. Jonsson', 'G. Thorleifsson']"
728,9208031,"['R. Dijkgraaf', 'G. Moore', 'R. Plesser']"
729,9208032,"['J. Ambjorn', 'J. Jurkiewicz', 'C. F. Kristjansen']"
730,9208033,"['Peter G. O. Freund', 'Anton V. Zabrodin']"
731,9208034,"['R. Brooks', 'D. Cangemi', 'M. Crescimanno']"
732,9208035,['Nathan Berkovits']
733,9208036,"['S.F. Ross', 'R.B. Mann']"
734,9208037,"['Paolo Aschieri', 'Leonardo Castellani']"
735,9208038,"['J. Erler', 'M. Spalinski']"
736,9208039,['Eric Smith']
737,9208040,"['O. Aharony', 'O. Ganor', 'J. Sonnenschein', 'S. Yankielowicz']"
738,9208041,"['G.Savvidy', 'K.Savvidy']"
739,9208042,"['Ivan K.Kostov', 'Matthias Staudacher']"
740,9208043,['T. A. Larsson']
741,9208044,"['S. Kharchev', 'A. Marshakov', 'A. Mironov', 'A. Morozov', 'S. Pakuliak']"
742,9208045,['Yu.Makeenko']
743,9208046,"['S. Kharchev', 'A. Marshakov', 'A. Mironov', 'A. Morozov']"
744,9208047,"['C. Lucchesi', 'O. Piguet', 'S.P. Sorella']"
745,9208048,"['F.Toppan', 'Y.-Z.Zhang']"
746,9208049,"['D.M. Gitman', 'A.V.Saa']"
747,9208050,['Yannick Meurice']
748,9208051,['Jan Louis']
749,9208052,['Michel Carreau (Boston University)']
750,9208053,['I. Kostov']
751,9208054,"['I.I. Kogan', 'A. Morozov', 'G.W. Semenoff', 'N. Weiss']"
752,9208055,"['J. A. Dixon', 'M. J. Duff', 'J. C. Plefka']"
753,9208056,['Yoshiaki Tanii']
754,9208057,"['Niall MacKay', 'William McGhee']"
755,9208058,"['Timothy Hollowood', 'J. Luis Miramontes']"
756,9208059,"['Fiorenzo Bastianelli', 'Peter van Nieuwenhuizen']"
757,9208060,"['Sandip K. Chakrabarti', 'Pankaj S. Joshi (Tata Institute of']"
758,9208061,"['P. Martin', 'Herbert Saleur']"
759,9208062,['E.C.Marino']
760,9208063,"['Peter G. O. Freund', 'Anton V. Zabrodin']"
761,9208064,"['S. Govindarajan', 'T. Jayaraman', 'V. John']"
762,9208065,"['Shibaji Roy', 'Sudhakar Panda']"
763,9208066,"['Makoto Idzumi', 'Kenji Iohara', 'Michio Jimbo', 'Tetsuji Miwa', 'Toshiki']"
764,9208067,"['Michio Jimbo', 'Tetsuji Miwa', 'Yasuhiro Ohta']"
765,9208068,['Robert Perret']
766,9208069,['Ralph Blumenhagen']
767,9208070,"['B.Harms', 'Y.Leblanc']"
768,9208071,"['S.Khokhlachev', 'Yu.Makeenko']"
769,9208072,"['Francois Gieres', 'Stefan Theisen']"
770,9208073,['V.Spiridonov']
771,9208074,"['B. de Wit', 'A.K. Tollsten', 'H. Nicolai']"
772,9208075,['Gerhard Weigt']
773,9208076,"['Amit Giveon', 'Andrea Pasquinucci']"
774,9208077,"['J.M. Figueroa-OFarrill', 'J. Mas', 'and E. Ramos']"
775,9208078,['Tomas Ort{\\i}n']
776,9208079,['A. Matsuo']
777,9208080,"['Y. Matsumura', 'N. Sakai', 'Y. Tanii', 'T. Uchino']"
778,9208081,['Norisuke Sakai']
779,9209001,['Changhyun Ahn']
780,9209002,"['J.M. Figueroa-OFarrill', 'E. Ramos', 'and S. Stanciu']"
781,9209003,"['Satoshi Iso', 'Dimitra Karabali', 'B. Sakita']"
782,9209004,['G. Haak']
783,9209005,"['Wei Chen', 'Gordon W. Semenoff', 'Yong-Shi Wu']"
784,9209006,"['H. Aratyn', 'E. Nissimov', 'S. Pacheva', 'I. Vaysburd']"
785,9209007,"['G. Barnich', 'R.Constantinescu', 'P. Gregoire']"
786,9209008,['David A. Lowe']
787,9209009,"['A. Abada', 'A.H. bougourzi', 'M.A. El Gradechi']"
788,9209010,"['G. Aldazabal', 'M.Bonini', 'J.M.Maldacena']"
789,9209011,"['Yong-Shi Wu', 'Chuan-Jie Zhu']"
790,9209012,"['J. Russo', 'L. Susskind', 'L. Thorlacius']"
791,9209013,"['John Ellis', 'N.E. Mavromatos', 'D.V. Nanopoulos']"
792,9209014,['J. Shiraishi']
793,9209015,"['Akishi Kato', 'Yas-Hiro Quano', 'Junichi Shiraishi']"
794,9209016,['Ashoke Sen']
795,9209017,['G. Papadopoulos']
796,9209018,['Rolf Schimmrigk']
797,9209019,"['Takeo Inami', 'Satoru Odake']"
798,9209020,"['I.Antoniadis', 'K. Benakli']"
799,9209021,"['A.A. Bytsenko', 'E. Elizalde', 'S.D. Odintsov nd S. Zerbini']"
800,9209022,"['Shinobu Hikami', 'Edouard Brezin']"
801,9209023,['A.A. Tseytlin']
802,9209024,['Timothy Hollowood']
803,9209025,"['Sumit R. Das', 'S. Kalyana Rama']"
804,9209026,['D. Bazeia']
805,9209027,"['P.F.Bedaque,I.Horvath', 'S.G.Rajeev']"
806,9209028,"['P. Menotti', 'G. Modanese', 'D. Seminara']"
807,9209029,['A. Honecker']
808,9209030,"['W. Eholzer', 'A. Honecker', 'R. Huebel']"
809,9209031,"['J.E.Nelson', 'T.Regge']"
810,9209032,"['C. Bachas', 'M. Porrati']"
811,9209033,"['R. Brustein', 'B. Ovrut']"
812,9209034,"['Peter Bouwknegt', 'Jim McCarthy', 'and Krzysztof Pilch']"
813,9209035,['Wolfgang Kalau']
814,9209036,"['J. Avan', 'and A. Jevicki']"
815,9209037,"['E. Bergshoeff', 'A. Sevrin', 'X. Shen']"
816,9209038,['Enrique F. Moreno']
817,9209039,"['John Rogers', 'Donald Spector']"
818,9209040,['B.Dubrovin']
819,9209041,"['L.Bonora', 'C.S.Xiong']"
820,9209042,['Terry Gannon']
821,9209043,['Terry Gannon']
822,9209044,"['A. H. Chamseddine', 'G. Felder', 'and J. Frohlich']"
823,9209045,"['Ram Brustein', 'Burt Ovrut']"
824,9209046,['A. Polyakov']
825,9209047,"['H.J. de Vega', 'A. V. Mikhailov', 'N. Sanchez']"
826,9209048,['Daniel S. Freed']
827,9209049,"['S.Dalley', 'I.Klebanov']"
828,9209050,['Al. R. Kavalov']
829,9209051,['S. Govindarajan']
830,9209052,"['M. Gasperini', 'J. Maharana', 'G. Veneziano']"
831,9209053,"['Eric Carlen', 'Elliott Lieb']"
832,9209054,"['P. P. Kulish', 'E. K. Sklyanin']"
833,9209055,"['J. A. Harvey', 'A. Strominger']"
834,9209056,['D. Dalmazi']
835,9209057,"['A. Jevicki', 'J. P. Rodrigues', 'A. J. van Tonder (Brown)']"
836,9209058,['John Preskill']
837,9209059,"['G. Aldazabal', 'I. Allekotte', 'E. Andres', 'C. Nunez']"
838,9209060,['P. P. Kulish']
839,9209061,['Shunya Mizoguchi']
840,9209062,"['Philippe Gregoire', 'Marc Henneaux']"
841,9209063,"['M. Temple-Raston', 'D. Alexander']"
842,9209064,['Xiang Shen']
843,9209065,"['E. Bergshoeff', 'H.J. Boonstra', 'M. de Roo']"
844,9209066,['Sumathi Rao']
845,9209067,"['C.N. Pope', 'X.J. Wang']"
846,9209068,"['Supriya Kar', 'Alok Kumar', 'Gautam Sengupta']"
847,9209069,['B. Broda']
848,9209070,"['R. Gregory', 'J. A. Harvey']"
849,9209071,['Enrique F. Moreno']
850,9209072,"['Malcolm J. Perry', 'Edward Teo']"
851,9209073,"['Lev Rozansky', 'Herbert Saleur']"
852,9209074,['A. Morozov']
853,9209075,['Alex Deckmyn']
854,9209076,"['Fernando Falceto', 'Krzysztof Gawedzki']"
855,9209077,['A.Turbiner']
856,9209078,['Francois Gieres']
857,9209079,['Alexander Turbiner']
858,9209080,['Alexander Turbiner']
859,9209081,"['R. Brustein', 'B. Ovrut']"
860,9209082,['Alexander Turbiner']
861,9209083,['Samson L. Shatashvili']
862,9209084,"['Ashok Das', 'C.A.P. Galvao']"
863,9209085,"['S.Cecotti', 'C.Vafa']"
864,9209086,"['D.M.Gitman', 'A.V.Saa']"
865,9209087,['Robert Perret']
866,9209088,"['Mark Hindmarsh', 'Richard Holman', 'Thomas W.Kephart', 'and Tanmay']"
867,9209089,['H.B. Gao']
868,9209090,['Stany Schrans']
869,9209091,['D.V.Boulatov']
870,9209092,['T. A. Larsson']
871,9209093,['H.G. Kausch']
872,9209094,"['B. Durhuus', 'T. Jonsson']"
873,9209095,"['G.Papadopoulos', 'B. Spence']"
874,9209096,"['M. Nolasco', 'C.Reina']"
875,9209097,['B. Rusakov']
876,9209098,"['K. Haller', 'E. Lim-Lombridas']"
877,9209099,"['Tom Lada', 'Jim Stasheff']"
878,9209100,"['A. Mironov', 'S. Pakuliak']"
879,9209101,['Thomas Mohaupt']
880,9209102,['James D.E. Grant']
881,9209103,['Jouko Mickelsson']
882,9209104,"['C. Burdik,L. Cerny', 'O. Navratil']"
883,9209105,"['P. Bowcock', 'G.M.T. Watts']"
884,9209106,['Piotr Bizon (Institut fur Theoretische Physik Universitat Wien']
885,9209107,"['Martin Cederwall', 'Christian Preitschopf']"
886,9209108,"['J.Laartz', 'M.Bordemann', 'M.Forger', 'U.Schaper']"
887,9209109,['E.Meinrenken']
888,9209110,['Chanju Kim']
889,9209111,"['C.N. Pope', 'E. Sezgin', 'K.S. Stelle', 'X.J. Wang']"
890,9209112,['Shun-ichi Yamaguchi']
891,9209113,['Steven B. Giddings']
892,9209114,"['A.N. Kirillov', 'P. Mathieu', 'D. Senechal', 'M.A. Walton']"
893,9209115,"['V.Chikalov', 'A.Pashnev']"
894,9209116,"['Renata Kallosh', 'Amanda Peet']"
895,9209117,"['Mirjam Cvetic', 'Stephen Griffies']"
896,9209118,"['Shinichi Nojiri', 'Ichiro Oda']"
897,9209119,"['Tetsuo Deguchi', 'Kyoichi Tsurusaki']"
898,9209120,"['Ch. Devchand', 'V. Ogievetsky']"
899,9209121,['Gary Kleppe']
900,9209122,"['T.Eguchi', 'H.Kanno', 'S.-K.Yang']"
901,9209124,['Gary Kleppe']
902,9209125,['John H. Schwarz']
903,9209126,"['Zhong-Hua Wang', 'Han-Ying Guo']"
904,9209127,['M.H. Sarmadi']
905,9209128,['Vineer Bhansali']
906,9209129,"['G. Ferretti', 'S.G. Rajeev', 'Z. Yang']"
907,9209130,"['Sergei Lukyanov', 'Samson L. Shatashvili']"
908,9209131,['C. R. Hagen']
909,9209132,['C. R. Hagen']
910,9210001,['Paul F. Mende']
911,9210002,['John L. Cardy']
912,9210003,"['Guido Cognola', 'Luciano Vanzo']"
913,9210004,"['F. A. Bais', 'T. Tjin', 'P. van Driel', 'J. de Boer', 'J. Goeree']"
914,9210005,"['Charles Nash', 'Denjoe O Connor']"
915,9210006,['Mirjam Cvetic']
916,9210007,"['J. Kellendonk', 'A. Recknagel']"
917,9210009,"['A. LeClair', 'C. Vafa']"
918,9210010,"['P. Bouwknegt', 'K. Schoutens']"
919,9210011,"['E. Langmann', 'G. Semenoff']"
920,9210012,"['J. Horne', 'G. Horowitz']"
921,9210013,"['Peter Chang', 'J.S.Dowker']"
922,9210014,['M. Talon']
923,9210015,"['A.S. Schwarz', 'A.A. Tseytlin']"
924,9210016,['Mark J. Bowick']
925,9210017,"['Youngchul Park', 'Andrew Strominger']"
926,9210018,['Mark Bowick']
927,9210019,['M. Temple-Raston']
928,9210020,"['F. Constantinescu', 'F. Toppan']"
929,9210021,"['Xenia C. de la Ossa', 'Fernando Quevedo']"
930,9210022,['C. R. Hagen']
931,9210023,['S. Majid']
932,9210024,"['T. Brzezinski', 'S. Majid']"
933,9210025,"['A. Kuniba', 'T. Nakanishi']"
934,9210026,['Jordi Par{\\i}s']
935,9210027,"['C. Destri', 'P. Maraner', 'E. Onofri']"
936,9210028,['Hirosi Ooguri']
937,9210029,['Jeremy Schiff']
938,9210030,"['D. Bailin', 'A. Love', 'W.A. Sabra']"
939,9210031,['Daniel Waldram']
940,9210032,['D.V. Boulatov']
941,9210033,['Joost Zegwaard']
942,9210034,['J.R. Anglin']
943,9210035,['J.R. Anglin']
944,9210036,"['Daniel Cangemi', 'Roman Jackiw']"
945,9210037,"['L. Feher', 'John Harnad', 'I. Marshall']"
946,9210038,"['T. Fujiwara', 'Y. Igarashi', 'J. Kubo', 'K. Maeda']"
947,9210039,"['Laurent Freidel', 'J. M. Maillet']"
948,9210040,['W. Eholzer']
949,9210041,['J. Sonnenschein']
950,9210042,"['W.K.Baskerville', 'S.Majid']"
951,9210043,['T. Tjin']
952,9210044,['Shahn Majid']
953,9210045,['Joseph Polchinski']
954,9210046,['Joseph Polchinski']
955,9210047,['Michael Dine']
956,9210048,"['Hyun Kyu Lee', 'Mannque Rho']"
957,9210049,"['Paul H. Frampton', 'James T. Liu']"
958,9210050,['Ashoke Sen']
959,9210051,['Fedor A. Smirnov']
960,9210052,['Fedor A. Smirnov']
961,9210053,"['Jurgen Fuchs', 'Maximilian Kreuzer']"
962,9210054,['Bo-Sture K Skagerstam']
